flight, time , var, type, p goo, p bad 
20221003_flight8.csv , 47 , dscrTimeWPTCheckCurrLeg , d , 0.27685572910627365 , 0.642556737820193
20221003_flight8.csv , 117 , dscrTimeMapClick , d , 0.3007463230072326 , 0.6765769556078857
20221003_flight8.csv , 127 , dscrPBNdeviationIntegrCorr , d , 0.02549233595193415 , 0.05161181623390872
20221003_flight8.csv , 128 , dscrPBNdeviationIntegrCorr , d , 0.06018929102576482 , 0.16049540069389848
20221003_flight8.csv , 129 , dscrPBNdeviationIntegrCorr , d , 0.05759979403197236 , 0.16049540069389848
20221003_flight8.csv , 130 , dscrPBNdeviationIntegrCorr , d , 0.06012061332536741 , 0.16049540069389848
20221003_flight8.csv , 131 , dscrPBNdeviationIntegrCorr , d , 0.08066229585226103 , 0.20180531341140717
20221003_flight9.csv , 18 , dscrPBNdeviationIntegrCorr , d , 0.08947823995046851 , 0.20180531341140717
20221003_flight9.csv , 39 , dscrTimeMapClick , d , 0.207193020846019 , 0.5439241449126976
20221003_flight9.csv , 40 , dscrTimeMapClick , d , 0.2416438288131807 , 0.6765769556078857
20221003_flight9.csv , 41 , dscrTimeMapClick , d , 0.274420009721841 , 0.6765769556078857
20221003_flight9.csv , 42 , dscrTimeMapClick , d , 0.3341537491089147 , 0.6765769556078857
20221003_flight9.csv , 43 , dscrTimeMapClick , d , 0.31593222812219096 , 0.6765769556078857
20221003_flight9.csv , 44 , dscrTimeMapClick , d , 0.31322736214760055 , 0.6765769556078857
20221003_flight9.csv , 45 , dscrTimeMapClick , d , 0.2524144277287531 , 0.6765769556078857
20221003_flight9.csv , 46 , dscrTimeMapClick , d , 0.22768815664744751 , 0.6765769556078857
20221003_flight9.csv , 47 , dscrTimeMapClick , d , 0.2215943612024255 , 0.6765769556078857
20221003_flight9.csv , 68 , dscrTimeNavlogCheck , d , 0.07934127173148783 , 0.2982676883105709
20221003_flight9.csv , 69 , dscrTimeNavlogCheck , d , 0.20331429783527563 , 0.5101811613276711
20221003_flight9.csv , 72 , dscrTimeMapClick , d , 0.042391975713140906 , 0.09036500792732721
20221003_flight9.csv , 92 , dscrTimeNavlogCheck , d , 0.03634447842832799 , 0.10346332953009
20221003_flight9.csv , 93 , dscrTimeTrackCheck , d , 0.0001820247138537763 , 0.001052944214087616
20221003_flight9.csv , 120 , dscrTimeMapClick , d , 0.33212390581978724 , 0.6765769556078857
20221003_flight9.csv , 134 , dscrTimeMapClick , d , 0.011902790489826799 , 0.023817412650280704
20221003_flight9.csv , 158 , dscrTimeNavlogCheck , d , 0.02279773893690813 , 0.04879248403814253
20221003_flight10.csv , 44 , dscrTimeTrackCheck , d , 0.24522840451979808 , 0.5223375273348262
20221003_flight10.csv , 45 , dscrTimeTrackCheck , d , 0.3253848044356542 , 0.6571677875705053
20221003_flight10.csv , 46 , dscrTimeTrackCheck , d , 0.3211061060744176 , 0.6571677875705053
20221003_flight10.csv , 52 , dscrTimeNavlogCheck , d , 0.04600298424262885 , 0.10346332953009
20221003_flight10.csv , 58 , dscrTimeTrackCheck , d , 0.31364355706199337 , 0.6571677875705053
20221003_flight10.csv , 59 , dscrTimeTrackCheck , d , 0.30583832316519344 , 0.6571677875705053
20221003_flight10.csv , 83 , dscrTimeMapCheck , d , 0.2409987916795477 , 0.489421265863483
